;Level;Stance;Claim;Votes
711;1.0;con;"It's philosophically untenable for a third party to make an argument for just one of another person's potential futures, against that person's own interest. Almost anything could conceivably prevent almost anything else in the future; it's called the butterfly effect.";['1', '0', '2', '0', '3']
712;1.0;con;Vague potential cannot be the foundation of ethically significant decisions. A fetus also has the potential to live a short life filled with suffering, but we do not therefore suggest that all fetuses should be aborted.;['2', '1', '3', '0', '0']
713;1.0;con;This is a far less common outcome for babies in modern society than a long life, so it should not be assumed that any particular baby will have to undergo this.;['0', '0', '1', '0', '0']
714;1.0;con;Until a gestation in progress is entirely outsourceable, like parenting is, it is not ethical to force involuntary servitude (ex: forced gestation) on a person because they are pregnant.;['3', '0', '2', '0', '2']
715;1.0;con;Some conceptions fail because the fertilised egg never implants in the uterus. Human reproduction is just too inefficient to consider conception the beginning of even a potential life.;['3', '2', '0', '1', '5']
716;1.0;pro;Conception, if scientifically defined as when a sperm and egg merge, takes place at any time from moments after male ejaculation until days later. Therefore, the concept that life begins at conception is nebulous at best and has little practical value for determining the beginning of a life.;['0', '0', '0', '0', '0']
717;1.0;con;Every living human's life ultimately began at conception. It makes no moral difference that some were ended sooner than others.;['4', '2', '0', '0', '2']
718;1.0;con;The potential to have a full life does not guarantee that the life should be protected.;['3', '1', '2', '1', '5']
719;1.0;pro;A person dying of kidney failure still has the potential for full life, but that does not grant them the right to risk the life of someone else by demanding a kidney transplant. In the same way, a fetus with the potential for full life cannot demand the use of the mother's body because pregnancy risks the mother's life.;['0', '0', '1', '0', '0']
720;1.0;con;The number of pregnancies that are life-threatening to the mother is extremely small.;['1', '1', '1', '0', '1']
721;1.0;pro;The right to life should be considered fundamental and absolute.;['0', '0', '0', '0', '0']
722;1.0;pro;The right to life is enshrined in Article 3 of the Universal Declaration of Human Rights.;['0', '0', '0', '0', '0']
723;1.0;con;The Universal Declaration of Human Rights is not a legally binding instrument.;['1', '0', '1', '2', '0']
724;1.0;con;The legal ramifications of a document have no bearing on the moral applicability of its implications.;['0', '0', '2', '0', '1']
725;1.0;con;The fact that the right to life is enshrined in the Universal Declaration of Human Rights (UDHR) doesn't make the right to life absolute. The UDHR says nothing about the right to life of animals or (hypothetical) aliens. The first article makes it clear that such rights begin at birth (p. 120).;['1', '0', '2', '0', '2']
726;1.0;pro;The right to life is fundamental because it is crucial in order to allow people to access their other rights and make any future choices.;['0', '0', '0', '1', '0']
727;1.0;con;Capital punishment is still legal in a number of countries, and in a number of US states. This shows that at times the state condones the ending of life, meaning the right is not absolute.;['0', '0', '1', '0', '0']
728;1.0;con;The removal of rights after due process is never the case with abortion. The gestating human has either done nothing to warrant the removal of their rights, or does not even possess such rights. Capital punishment has no bearing on the abortion discussion.;['1', '0', '2', '0', '2']
729;1.0;pro;Capital punishment is a penalty meant for someone who committed serious crimes. The fetus' life should not be terminated since he/she did not commit any crime.;['1', '0', '1', '1', '1']
730;1.0;con;Capital punishment is a specific circumstance where people have committed a heinous crime and therefore have a number of their rights restricted or taken away.;['0', '2', '1', '0', '1']
731;1.0;con;Capital punishment is an act of self-defense, imparted only by the State, and is an act of last resort, i.e. the prisoner is still a danger to society. It is not a statement on the value or right to life of the one being executed.;['0', '2', '1', '0', '1']
732;1.0;pro;Capital punishment protects the right to life by establishing consequences for murderers.;['0', '1', '1', '0', '1']
733;1.0;con;Governments do not do everything they can to ensure that people remain alive for as long as possible, which they should if the right to life is absolute and fundamental.;['0', '0', '1', '0', '0']
734;1.0;pro;Governments do not make it a requirement of people to donate organs even though this would mean being able to save many people's lives.;['1', '0', '2', '0', '1']
735;1.0;pro;Governments do not put all of their money into healthcare and medical research to allow people to live as long as possible.;['1', '0', '2', '0', '1']
736;1.0;con;The government made murder illegal because it violates the right to life. The same should go for abortion.;['0', '2', '1', '0', '1']
737;1.0;con;The 'right to life' is not the same as 'the right to be kept alive for as long as possible'. It only means that a human has the right to live, and should not be killed by another human being.;['0', '1', '2', '0', '1']
738;1.0;con;Governments do not do many other things that are good for the population. What governments do or fail to do shouldn't be used as an argument for the morality of anything.;['0', '1', '1', '0', '2']
739;1.0;con;The right to life is fundamental, but life begins at independent viability.;['5', '4', '2', '5', '11']
740;1.0;pro;A fetus's right to life does not imply the right to use the mother's body to sustain its life.;['1', '1', '0', '2', '2']
741;1.0;pro;When a fetus is able to exist independently from the mother's body they can be considered to be independent living beings. During pregnancy the fetus is specifically reliant on the mother to maintain their life, which is no longer the case once they are born, making them more independent.;['0', '0', '1', '1', '0']
742;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['2', '1', '1', '1', '4']
743;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '1', '0', '0']
744;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
