;Level;Stance;Claim;Votes
399;1.0;con;"The definitions of ""personhood"" in which the fetus is a person in a philosophically meaningful sense are philosophically inferior to those in which a fetus is not a person.";['0', '0', '1', '0', '0']
400;1.0;pro;If a fetus is defined as a person, it may follow that other biological entities are persons, including bacteria, plants or some animals. As those don't meet the intuitive or conventional notion of persons, such a definition is inferior to one that meets the intuitive notion.;['0', '0', '1', '0', '0']
401;1.0;con;There is plenty of evidence that a human fetus is of human origin. Lacking is the evidence that it's a person.;['0', '0', '1', '0', '0']
402;1.0;pro;Roe v Wade determined that, in the US, a fetus is not legally recognised as a person.;['0', '0', '0', '1', '0']
403;1.0;pro;The right to life is fundamental, but life begins at independent viability.;['1', '1', '1', '1', '1']
404;1.0;pro;A fetus's right to life does not imply the right to use the mother's body to sustain its life.;['1', '1', '0', '2', '2']
405;1.0;pro;In Judith Jarvis Thomson's famous violinist example, she argues that people would be outraged if upon waking up they found themselves plugged to an ailing violinist and told that in order for the violinist to remain alive, they must remain plugged to them for the next nine months.;['2', '1', '1', '1', '4']
406;1.0;pro;Such an experiment demonstrates how abortion does not violate a fetus' right to life. Rather, it just deprives the fetus of the use of the pregnant person's body.;['0', '0', '1', '0', '0']
407;1.0;con;The violinist example can only be used to justify abortion in the case of rape, because in the example, you did nothing that could have led to you being attached to the violinist.;['0', '0', '1', '0', '0']
408;1.0;con;In the violinist example the violinist is a complete stranger, while in a pregnancy the baby is the mother's own child.;['1', '1', '0', '0', '0']
409;1.0;pro;A mother who fails to provide for her own child's basic needs such as food and water is guilty of child neglect, whereas someone who passes a stranger on the street begging for food and doesn't give them anything is not guilty of a crime. This intuitively supports the idea that a person's obligations towards their own child is greater than that towards a stranger.;['0', '0', '0', '1', '0']
410;1.0;con;One plausibly has duties (moral or legal) to persons under one's charge, like children. However, it is not at all clear that one has duties to an unwanted fetus.;['0', '0', '1', '1', '0']
411;1.0;con;"A mother has duties to her two-year-old son, regardless of whether the child is ""wanted"". Therefore it is plausible that the fetus being ""unwanted"" doesn't take away her duties towards it.";['0', '0', '0', '2', '0']
412;1.0;con;The violinist example is not analogous because withdrawing support is very different from directly killing. In that example, the person did not create the violinist's dependency on their body whereas the parents are responsible for the creation of a fetus, thereby creating an obligation to provide due care.;['1', '1', '1', '1', '3']
413;1.0;con;It is an assumption that all biological parents choose to create life, which confers obligations. Many pregnancies are accidental, and even if they weren't, you should be allowed to change your mind after experiencing the realities of pregnancy.;['1', '0', '2', '0', '0']
414;1.0;con;This assumes that withdrawing support is different from direct killing. This distinction is unclear at best, since both cases involve a decision (terminate life) causally connected to a consequence (termination of life).;['1', '0', '2', '1', '0']
415;1.0;pro;When a fetus is able to exist independently from the mother's body they can be considered to be independent living beings. During pregnancy the fetus is specifically reliant on the mother to maintain their life, which is no longer the case once they are born, making them more independent.;['0', '0', '1', '1', '0']
416;1.0;con;The mother's body naturally sends nutrients to the fetus. That she might not consciously approve of this doesn't mean the fetus is violating her rights by accepting the nutrients offered.;['0', '0', '1', '0', '0']
417;1.0;con;Viability is a weak argument for determining the right to life. A human on life-support isn't viable, but we still believe they are are human beings with rights.;['2', '1', '1', '2', '3']
418;1.0;pro;Newborns (and most people who are under 18) cannot live independently, but they are still persons.;['0', '0', '1', '0', '0']
419;1.0;con;This obscures the order in which personhood is first attained. A human on life-support attains viability before losing it in this example.;['1', '1', '1', '1', '1']
420;1.0;con;Independent viability is a moveable target, so irrelevant to the ethics of life and value. No one is 'viable' in an environment contrary to the needs of survival, such as a child in the ocean or an adult in the vacuum of space.;['0', '1', '2', '0', '2']
421;1.0;pro;"Future technology may be able to develop an artificial womb or incubation method as an alternative to pregnancy. This means what is ""viable"" is partially dependent upon current technology and doesn't ultimately answer the question.";['0', '1', '2', '0', '0']
422;1.0;pro;Numerous attempts have been made to pass personhood laws in the US, which would classify zygotes, embryos and fetuses as persons, but such attempts have had little success.;['1', '1', '1', '0', '1']
423;1.0;pro;This continuity begins with sperm and egg, which would make masturbation similar to abortion.;['0', '1', '0', '0', '0']
424;1.0;con;There is no scientific basis to give personhood to the gametes of any of the two sexes. Neither of them is a totipotent cell, with the potentiality to become human beings on their own.;['0', '0', '1', '0', '0']
425;1.0;con;A sperm plus an egg would give rise to such a totipotent cell. If such a cell is of moral value, it stands to reason that what gives rise to it is also of moral value. In that case, destroying or preventing the development of a sperm plus egg would be as immoral as destroying or preventing the development of a zygote or fetus.;['0', '0', '1', '0', '0']
426;1.0;con;Masturbation generally does not include both eggs and sperms present simultaneously, and by most definitions does not include fertilization. There is a distinct beginning of continuity with fertilization.;['0', '0', '2', '0', '0']
427;1.0;pro;There is a big jump between sperm cells and a baby with formed organs inside a mothers womb not yet able to live on its own.;['0', '0', '1', '0', '0']
428;1.0;con;That they have had little success doesn't mean that they are wrong.;['0', '2', '0', '0', '2']
